year,month,day,sum_sale_dollars
2020,11,30,1428941.49
2020,12,1,1540142.97
2020,12,2,1411384.86
2020,12,3,1328580.96
2020,12,4,1719299.05
2020,12,7,1601779.55
2020,12,8,2079501.87
2020,12,9,2113838.83
2020,12,10,1346253.40
2020,12,11,1837639.04
2020,12,14,1689043.77
2020,12,15,2039002.52
2020,12,16,1944036.19
2020,12,17,1579632.60
2020,12,18,1883463.38
2020,12,21,1632791.41
2020,12,22,3097698.01
2020,12,23,1547386.43
2020,12,24,1690339.31
2020,12,26,1850286.33
2020,12,28,1402609.64
2020,12,29,2717979.52
2020,12,30,1234413.41
2020,12,31,1509374.57
2021,1,4,1581358.57
2021,1,5,1518038.91
2021,1,6,1385964.75
2021,1,7,1234315.84
2021,1,8,1270996.97
2021,1,11,1439213.48
2021,1,12,1514432.61
2021,1,13,1582649.79
2021,1,14,1296134.47
2021,1,15,1256316.90
2021,1,18,1542216.33
2021,1,19,1257045.49
2021,1,20,1605452.11
2021,1,21,1449094.71
2021,1,22,1364242.18
2021,1,25,1761702.17
2021,1,26,1402060.05
2021,1,27,1591623.22
2021,1,28,1356697.16
2021,1,29,1256104.15
2021,2,1,1505470.88
2021,2,2,1438759.86
2021,2,3,1661556.62
2021,2,4,1321366.96
2021,2,5,1396217.08
2021,2,8,1593382.45
2021,2,9,1314611.71
2021,2,10,1769590.40
2021,2,11,1570981.83
2021,2,12,1302397.51
2021,2,15,1574625.88
2021,2,16,1239280.42
2021,2,17,1662491.04
2021,2,18,1507146.65
2021,2,19,1319527.79
2021,2,22,1653981.42
2021,2,23,1431357.28
2021,2,24,1410707.57
2021,2,25,1596463.69
2021,2,26,1347888.91
2021,3,1,1350957.53
2021,3,2,1149639.44
2021,3,3,1877165.30
2021,3,4,1361156.71
2021,3,5,1850176.58
2021,3,7,1286.88
2021,3,8,1669859.96
2021,3,9,1386615.24
2021,3,10,1781370.65
2021,3,11,1583114.96
2021,3,12,1598715.67
2021,3,15,1488086.64
2021,3,16,1505930.50
2021,3,17,1640123.21
2021,3,18,1582651.75
2021,3,19,1638505.73
2021,3,22,1517556.37
2021,3,23,1679543.92
2021,3,24,1788811.00
2021,3,25,1725745.68
2021,3,26,1549113.33
2021,3,29,1353510.54
2021,3,30,1686287.18
2021,3,31,1888904.09
2021,4,1,1509263.58
2021,4,2,1280200.42
2021,4,5,1502569.09
2021,4,6,1427465.18
2021,4,7,1677223.41
2021,4,8,1801884.74
2021,4,9,1537112.65
2021,4,11,19799.23
2021,4,12,1420255.71
2021,4,13,1613457.05
2021,4,14,1287647.46
2021,4,15,1550966.86
2021,4,16,1645425.36
2021,4,19,1689773.55
2021,4,20,1563840.87
2021,4,21,2130271.51
2021,4,22,1539151.40
2021,4,23,1394467.09
2021,4,25,9132.58
2021,4,26,1734274.22
2021,4,27,1678695.32
2021,4,28,1921501.27
2021,4,29,1488218.31
2021,4,30,1312324.97
2021,5,2,3495.29
2021,5,3,1554484.00
2021,5,4,1882145.38
2021,5,5,2003237.11
2021,5,6,1909792.99
2021,5,7,1658303.68
2021,5,9,3418.08
2021,5,10,1734289.85
2021,5,11,1388273.58
2021,5,12,1898652.02
2021,5,13,1543491.16
2021,5,14,1605599.64
2021,5,15,19246.12
2021,5,16,7374.29
2021,5,17,1579152.68
2021,5,18,1935063.53
2021,5,19,1800193.72
2021,5,20,1519122.30
2021,5,21,966325.84
2021,5,22,484081.70
2021,5,23,12016.35
2021,5,24,1369884.04
2021,5,25,1773929.46
2021,5,26,1839370.15
2021,5,27,1764885.83
2021,5,28,1390995.31
2021,5,31,12730.84
2021,6,1,1522244.45
2021,6,2,1999199.21
2021,6,3,1845154.67
2021,6,4,1434051.71
2021,6,5,1223151.65
2021,6,6,13329.05
2021,6,7,1680043.34
2021,6,8,1524100.84
2021,6,9,2083382.69
2021,6,10,2051613.56
2021,6,11,1198079.09
2021,6,12,372962.33
2021,6,13,16529.98
2021,6,14,1789899.30
2021,6,15,1781597.40
2021,6,16,1889597.46
2021,6,17,1476200.53
2021,6,18,1392239.67
2021,6,20,36154.65
2021,6,21,1750796.82
2021,6,22,1622496.01
2021,6,23,1407764.38
2021,6,24,1716083.83
2021,6,25,1728571.09
2021,6,27,42796.55
2021,6,28,1951596.50
2021,6,29,1615266.23
2021,6,30,1726026.26
2021,7,1,1571541.63
2021,7,2,1634330.16
2021,7,4,8842.66
2021,7,5,1792275.39
2021,7,6,1353429.30
2021,7,7,2298164.72
2021,7,8,2000801.09
2021,7,9,1372798.05
2021,7,11,13448.71
2021,7,12,1321858.86
2021,7,13,1492227.60
2021,7,14,1946623.43
2021,7,15,1403616.36
2021,7,16,1281840.37
2021,7,18,8292.81
2021,7,19,1263866.12
2021,7,20,1835492.08
2021,7,21,2072977.52
2021,7,22,1503875.96
2021,7,23,1450391.16
2021,7,25,4090.23
2021,7,26,1473653.87
2021,7,27,1426149.30
2021,7,28,1596058.06
2021,7,29,1334799.52
2021,7,30,1715022.66
2021,8,1,932.40
2021,8,2,1306812.83
2021,8,3,1783122.58
2021,8,4,1782963.46
2021,8,5,1579926.35
2021,8,6,1455120.13
2021,8,9,1297144.24
2021,8,10,1688245.17
2021,8,11,1913594.44
2021,8,12,1459296.51
2021,8,13,1321178.20
2021,8,15,19124.19
2021,8,16,1392302.50
2021,8,17,1613576.15
2021,8,18,1494095.88
2021,8,19,2243208.20
2021,8,20,1325785.88
2021,8,22,2029.30
2021,8,23,1277630.96
2021,8,24,2087975.83
2021,8,25,2587799.22
2021,8,26,1557687.61
2021,8,27,1691455.56
2021,8,29,10795.98
2021,8,30,1538221.04
2021,8,31,2071774.13
2021,9,1,1787906.25
2021,9,2,1451137.49
2021,9,3,1561424.17
2021,9,6,18896.54
2021,9,7,1639587.14
2021,9,8,1716770.24
2021,9,9,2077882.14
2021,9,10,1342097.62
2021,9,11,1026949.21
2021,9,12,6766.47
2021,9,13,1619743.22
2021,9,14,1548085.04
2021,9,15,1784117.20
2021,9,16,1756071.42
2021,9,17,1412347.23
2021,9,20,1300367.34
2021,9,21,1853065.95
2021,9,22,1913103.86
2021,9,23,1366349.04
2021,9,24,1422701.34
2021,9,26,2639.27
2021,9,27,1261687.81
2021,9,28,1726785.33
2021,9,29,2032957.05
2021,9,30,2207622.65
2021,10,1,1516725.55
2021,10,3,6489.75
2021,10,4,1898204.32
2021,10,5,2903928.20
2021,10,6,2532396.91
2021,10,7,2006906.44
2021,10,8,1488670.92
2021,10,10,30956.76
2021,10,11,1834053.18
2021,10,12,2098850.28
2021,10,13,1755615.44
2021,10,14,1750529.02
2021,10,15,1606788.57
2021,10,17,6506.91
2021,10,18,1706314.98
2021,10,19,2061663.04
2021,10,20,1742838.79
2021,10,21,1556667.71
2021,10,22,1573283.95
2021,10,24,20407.38
2021,10,25,1626178.57
2021,10,26,1559287.37
2021,10,27,1677441.03
2021,10,28,1751413.74
2021,10,29,1365445.31
2021,10,31,8198.24
2021,11,1,1890470.99
2021,11,2,1512087.73
2021,11,3,1674316.61
2021,11,4,1955408.00
2021,11,5,1724182.04
2021,11,7,7194.58
2021,11,8,1603531.71
2021,11,9,2157107.31
2021,11,10,2189102.85
2021,11,11,1630839.30
2021,11,12,1625849.11
2021,11,14,276.90
2021,11,15,1572234.91
2021,11,16,2187879.92
2021,11,17,1870445.22
2021,11,18,1897125.66
2021,11,19,1891820.28
2021,11,21,17475.94
2021,11,22,2239128.75
2021,11,23,1992868.25
2021,11,24,1858148.45
2021,11,25,1012.38
2021,11,26,1912079.56
2021,11,27,30301.97
2021,11,28,15627.99
2021,11,29,1273690.45
2021,11,30,1277771.05
2021,12,1,1685398.44
2021,12,2,1765828.40
2021,12,3,1608275.03
2021,12,5,14702.08
2021,12,6,1901696.73
2021,12,7,2008536.08
2021,12,8,2176413.71
2021,12,9,2536057.02
2021,12,10,1791943.36
2021,12,12,9406.30
2021,12,13,1403711.15
2021,12,14,1954069.02
2021,12,15,2163235.26
2021,12,16,1868057.80
2021,12,17,1776849.25
2021,12,19,2530.84
2021,12,20,1860354.95
2021,12,21,2234742.96
2021,12,22,2003273.55
2021,12,23,1723094.25
2021,12,24,1689555.20
2021,12,26,6766.43
2021,12,27,1536397.31
2021,12,28,1917055.54
2021,12,29,1585982.23
2021,12,30,1743249.30
2021,12,31,1323584.87
2022,1,2,7056.61
2022,1,3,1428152.44
2022,1,4,959250.71
2022,1,5,1707491.94
2022,1,6,1374753.80
2022,1,7,1182900.67
2022,1,9,2153.24
2022,1,10,1450661.60
2022,1,11,1319970.82
2022,1,12,1238451.69
2022,1,13,1195042.43
2022,1,14,1189888.53
2022,1,16,3420.34
2022,1,17,1169346.59
2022,1,18,1107128.40
2022,1,19,1630226.90
2022,1,20,1347868.71
2022,1,21,1374510.71
2022,1,23,25795.14
2022,1,24,1281469.89
2022,1,25,1319439.99
2022,1,26,1395208.25
2022,1,27,1477126.93
2022,1,28,1333528.54
2022,1,30,5604.10
2022,1,31,1071259.33
2022,2,1,1709040.24
2022,2,2,1672958.06
2022,2,3,1521285.48
2022,2,4,1623101.82
2022,2,6,7000.82
2022,2,7,1644048.02
2022,2,8,1525970.43
2022,2,9,1418184.78
2022,2,10,2358100.56
2022,2,11,1443952.09
2022,2,13,25618.00
2022,2,14,1479501.72
2022,2,15,1483284.16
2022,2,16,2340317.42
2022,2,17,1600698.01
2022,2,18,1445856.88
2022,2,20,8576.73
2022,2,21,1457761.77
2022,2,22,1488010.05
2022,2,23,938229.89
2022,2,24,950904.11
2022,2,25,605456.89
2022,2,26,50296.76
2022,2,27,10784.53
2022,2,28,665161.71
2022,3,1,570487.32
2022,3,2,939873.92
2022,3,3,886072.16
2022,3,4,860470.72
2022,3,6,3561.92
2022,3,7,915794.21
2022,3,8,830800.38
2022,3,9,1075520.56
2022,3,10,1077065.47
2022,3,11,1575828.76
2022,3,13,10230.60
2022,3,14,1566623.65
2022,3,15,1492448.64
2022,3,16,1663479.88
2022,3,17,1713026.24
2022,3,18,1419587.26
2022,3,20,11898.89
2022,3,21,1547511.10
2022,3,22,1425913.91
2022,3,23,1492709.35
2022,3,24,1312414.97
2022,3,25,1626147.29
2022,3,27,9343.98
2022,3,28,1391764.25
2022,3,29,1362010.92
2022,3,30,1997284.41
2022,3,31,1448003.79
2022,4,1,1572670.86
2022,4,3,14447.65
2022,4,4,1747552.79
2022,4,5,1620025.76
2022,4,6,2146632.81
2022,4,7,1903474.73
2022,4,8,1554470.51
2022,4,10,7762.98
2022,4,11,1612400.68
2022,4,12,1388392.90
2022,4,13,1428530.19
2022,4,14,1977404.46
2022,4,15,1402625.11
2022,4,17,144118.46
2022,4,18,1763567.22
2022,4,19,1596033.25
2022,4,20,1721476.65
2022,4,21,1600416.92
2022,4,22,1480516.00
2022,4,23,23642.75
2022,4,25,1642219.66
2022,4,26,1523047.61
2022,4,27,1670488.81
2022,4,28,1642406.74
2022,4,29,1597436.09
2022,5,1,1539.84
2022,5,2,1988953.85
2022,5,3,1573824.46
2022,5,4,1455030.91
2022,5,5,2217313.83
2022,5,6,1614753.44
2022,5,8,7162.28
2022,5,9,1760795.05
2022,5,10,1528301.63
2022,5,11,1552360.76
2022,5,12,1415335.25
2022,5,13,1663388.18
2022,5,15,5264.00
2022,5,16,1651572.39
2022,5,17,1740009.74
2022,5,18,1892970.29
2022,5,19,1743109.81
2022,5,20,1557740.83
2022,5,23,1387695.43
2022,5,24,1851413.73
2022,5,25,2086142.82
2022,5,26,1710248.31
2022,5,27,1602651.92
2022,5,30,6320.60
2022,5,31,1934267.99
2022,6,1,1226697.07
2022,6,2,1665273.50
2022,6,3,1339560.95
2022,6,4,1249598.16
2022,6,5,7629.14
2022,6,6,1660463.72
2022,6,7,1755263.41
2022,6,8,1729546.37
2022,6,9,1596680.56
2022,6,10,1557137.64
2022,6,13,1589248.00
2022,6,14,1467482.76
2022,6,15,2232747.90
2022,6,16,1981770.15
2022,6,17,1604282.13
2022,6,19,11932.79
2022,6,20,1745242.20
2022,6,21,1428963.36
2022,6,22,1479255.22
2022,6,23,1790766.89
2022,6,24,1822251.19
2022,6,26,12051.22
2022,6,27,2012498.01
2022,6,28,1336924.02
2022,6,29,2544467.74
2022,6,30,1766418.31
2022,7,1,1501382.59
2022,7,4,28395.80
2022,7,5,1606048.89
2022,7,6,2117972.96
2022,7,7,1671044.05
2022,7,8,1421615.39
2022,7,9,1084121.03
2022,7,10,1515.06
2022,7,11,1548002.01
2022,7,12,1633629.92
2022,7,13,1707943.37
2022,7,14,1611614.09
2022,7,15,1426914.58
2022,7,17,171.00
2022,7,18,1521218.64
2022,7,19,1535861.73
2022,7,20,1689760.94
2022,7,21,1694460.18
2022,7,22,1596372.07
2022,7,25,1728761.55
2022,7,26,1432386.64
2022,7,27,1816752.56
2022,7,28,1584464.56
2022,7,29,1832483.53
2022,8,1,757187.02
2022,8,2,2220583.49
2022,8,3,2668865.93
2022,8,4,2268717.18
2022,8,5,1903710.43
2022,8,8,1112583.25
2022,8,9,2016930.39
2022,8,10,1856454.99
2022,8,11,1643739.95
2022,8,12,1404689.40
2022,8,14,235569.53
2022,8,15,781971.05
2022,8,16,1904566.03
2022,8,17,1737809.25
2022,8,18,2300912.19
2022,8,19,1545197.60
2022,8,21,6731.93
2022,8,22,1745984.55
2022,8,23,1553832.50
2022,8,24,1910271.67
2022,8,25,1536404.88
2022,8,26,1912792.87
2022,8,28,3554.43
2022,8,29,1681315.70
2022,8,30,2234402.60
2022,8,31,2429289.43
2022,9,1,2181915.95
2022,9,2,1745318.92
2022,9,5,2207.70
2022,9,6,2280737.68
2022,9,7,1748286.74
2022,9,8,2054398.69
2022,9,9,1565876.93
2022,9,10,576543.96
2022,9,12,1716449.65
2022,9,13,1424654.45
2022,9,14,1671476.66
2022,9,15,1504534.21
2022,9,16,1510497.09
2022,9,18,11109.12
2022,9,19,1900522.79
2022,9,20,1510307.37
2022,9,21,1709249.59
2022,9,22,1652839.01
2022,9,23,1641218.77
2022,9,26,1804587.72
2022,9,27,1482110.82
2022,9,28,1655743.08
2022,9,29,1806371.87
2022,9,30,1465734.84
2022,10,2,776.40
2022,10,3,2103661.41
2022,10,4,2061031.07
2022,10,5,1964869.51
2022,10,6,1937690.21
2022,10,7,1759749.16
2022,10,9,33437.63
2022,10,10,1883917.66
2022,10,11,2116869.93
2022,10,12,2917869.50
2022,10,13,3088636.83
2022,10,14,1646656.26
2022,10,16,360.00
2022,10,17,1593587.12
2022,10,18,1529980.67
2022,10,19,1911075.87
2022,10,20,1591392.36
2022,10,21,1637298.84
2022,10,23,7456.15
2022,10,24,1616632.48
2022,10,25,1463623.77
2022,10,26,1933160.56
2022,10,27,1690763.39
2022,10,28,1529021.00
2022,10,30,9954.63
2022,10,31,1659160.17
2022,11,1,1530267.39
2022,11,2,1719851.74
2022,11,3,1810128.29
2022,11,4,1717319.53
2022,11,6,8289.34
2022,11,7,2162329.03
2022,11,8,1614134.84
2022,11,9,1920441.88
2022,11,10,1357786.63
2022,11,11,1684343.00
2022,11,13,21145.52
2022,11,14,1906076.53
2022,11,15,1720038.25
2022,11,16,2050035.11
2022,11,17,1774104.91
2022,11,18,1955601.18
2022,11,20,16897.95
2022,11,21,2125807.20
2022,11,22,1805632.96
2022,11,23,1708089.19
2022,11,24,127853.27
2022,11,25,2170337.88
2022,11,27,8594.86
2022,11,28,1604737.05
2022,11,29,1417392.97
2022,11,30,1576202.13
2022,12,1,2031367.22
2022,12,2,1877913.74
2022,12,4,12517.59
2022,12,5,2409943.42
2022,12,6,2002502.75
2022,12,7,2625570.52
2022,12,8,1984565.90
2022,12,9,1995403.87
2022,12,10,139165.07
2022,12,11,5559.84
2022,12,12,2075208.71
2022,12,13,2030507.68
2022,12,14,1735008.46
2022,12,15,2065336.03
2022,12,16,1405047.55
2022,12,17,602470.11
2022,12,18,162289.17
2022,12,19,2216799.38
2022,12,20,2028933.78
2022,12,21,2150850.93
2022,12,22,1741897.06
2022,12,23,170915.42
2022,12,26,1334072.57
2022,12,27,2722392.57
2022,12,28,1886654.89
2022,12,29,1966377.09
2022,12,30,1767240.85
2023,1,2,40008.23
2023,1,3,1970620.62
2023,1,4,1645143.96
2023,1,5,1578681.40
2023,1,6,1151286.80
2023,1,8,818069.14
2023,1,9,1726702.99
2023,1,10,1257424.57
2023,1,11,1508471.17
2023,1,12,1584008.43
2023,1,13,1523588.93
2023,1,15,3013.50
2023,1,16,1608974.57
2023,1,17,1393346.39
2023,1,18,1580026.45
2023,1,19,1284842.52
2023,1,20,1431250.32
2023,1,22,2179.92
2023,1,23,1482645.06
2023,1,24,1329412.87
2023,1,25,1753658.34
2023,1,26,1413687.80
2023,1,27,1533242.43
2023,1,29,15173.49
2023,1,30,1706730.33
2023,1,31,1205594.66
2023,2,1,1541984.17
2023,2,2,1436457.48
2023,2,3,1594507.84
2023,2,5,748.02
2023,2,6,1848628.81
2023,2,7,1772271.26
2023,2,8,1608844.62
2023,2,9,2368045.88
2023,2,10,1407730.81
2023,2,12,13260.85
2023,2,13,1777997.17
2023,2,14,1405267.63
2023,2,15,1631267.29
2023,2,16,1502714.20
2023,2,17,1506136.74
2023,2,20,1541746.85
2023,2,21,1281864.94
2023,2,22,1333811.68
2023,2,23,2019903.06
2023,2,24,1491983.26
2023,2,27,1677252.38
2023,2,28,1352406.54
