year,month,day,sum_sale_dollars
2016,9,20,1119847.74
2016,9,21,1171534.09
2016,9,22,1163633.55
2016,9,23,518932.45
2016,9,26,1245993.81
2016,9,27,944086.77
2016,9,28,1107234.36
2016,9,29,1125906.81
2016,9,30,575478.03
2016,10,3,1560541.63
2016,10,4,1353216.16
2016,10,5,1590387.72
2016,10,6,1999348.04
2016,10,7,802434.06
2016,10,10,1633558.45
2016,10,11,1044836.35
2016,10,12,1331848.91
2016,10,13,1433983.61
2016,10,14,536834.23
2016,10,17,1525049.61
2016,10,18,1242015.43
2016,10,19,1384471.15
2016,10,20,1650562.31
2016,10,21,535820.21
2016,10,24,1382403.98
2016,10,25,1195428.48
2016,10,26,1374190.70
2016,10,27,1475374.38
2016,10,28,655453.49
2016,10,31,1603451.02
2016,11,1,1207129.22
2016,11,2,1412479.42
2016,11,3,1375921.16
2016,11,4,611856.47
2016,11,5,67.14
2016,11,7,1483273.54
2016,11,8,1336251.83
2016,11,9,1405285.74
2016,11,10,1641650.76
2016,11,11,702160.30
2016,11,14,1467537.80
2016,11,15,1241475.96
2016,11,16,1685712.57
2016,11,17,1950518.89
2016,11,18,796336.08
2016,11,21,1707047.15
2016,11,22,1248590.92
2016,11,23,1057551.43
2016,11,28,1528320.83
2016,11,29,1261698.51
2016,11,30,1311869.12
2016,12,1,1893514.36
2016,12,2,880411.66
2016,12,5,1497075.65
2016,12,6,1380420.96
2016,12,7,1740155.27
2016,12,8,1640819.57
2016,12,9,629839.00
2016,12,12,1687895.03
2016,12,13,1344953.97
2016,12,14,1512392.46
2016,12,15,1631043.04
2016,12,16,840614.17
2016,12,19,1998668.75
2016,12,20,1629410.27
2016,12,21,2153432.15
2016,12,22,2272054.86
2016,12,23,866910.39
2016,12,26,1629004.22
2016,12,27,1842293.12
2016,12,28,1510119.57
2016,12,29,1522801.27
2016,12,30,470256.95
2017,1,3,997294.68
2017,1,4,1155249.86
2017,1,5,1162305.19
2017,1,6,534756.73
2017,1,9,1542017.73
2017,1,10,911193.20
2017,1,11,1053120.69
2017,1,12,945286.42
2017,1,13,405203.50
2017,1,16,646802.58
2017,1,17,1121766.90
2017,1,18,1270414.47
2017,1,19,1052188.26
2017,1,20,437610.58
2017,1,23,1138153.89
2017,1,24,930011.81
2017,1,25,1143955.96
2017,1,26,1103198.34
2017,1,27,457382.80
2017,1,30,1158311.82
2017,1,31,902147.45
2017,2,1,1282914.70
2017,2,2,1194199.56
2017,2,3,585025.40
2017,2,6,1601243.61
2017,2,7,1340599.28
2017,2,8,1423457.12
2017,2,9,1632807.03
2017,2,10,698925.58
2017,2,13,1463083.73
2017,2,14,1187048.65
2017,2,15,1190701.77
2017,2,16,1400698.54
2017,2,17,522427.02
2017,2,20,1362300.85
2017,2,21,954421.16
2017,2,22,1161613.71
2017,2,23,1247246.93
2017,2,24,552407.00
2017,2,27,1369686.63
2017,2,28,915480.98
2017,3,1,1334572.06
2017,3,2,1272555.51
2017,3,3,473817.15
2017,3,6,1589481.49
2017,3,7,1329435.51
2017,3,8,1264563.24
2017,3,9,1356599.89
2017,3,10,504802.62
2017,3,13,1539801.36
2017,3,14,938811.52
2017,3,15,1281504.52
2017,3,16,1392967.06
2017,3,17,595210.16
2017,3,20,1335492.49
2017,3,21,943167.46
2017,3,22,1138823.41
2017,3,23,1175893.62
2017,3,24,475870.41
2017,3,27,1355070.15
2017,3,28,964119.41
2017,3,29,1120679.64
2017,3,30,1098868.88
2017,3,31,537383.70
2017,4,3,1425653.60
2017,4,4,1122757.69
2017,4,5,1330584.67
2017,4,6,1506635.05
2017,4,7,586625.63
2017,4,10,1479545.43
2017,4,11,1342015.18
2017,4,12,1487733.23
2017,4,13,1436476.54
2017,4,14,609846.11
2017,4,17,1476138.01
2017,4,18,1010918.72
2017,4,19,1224118.70
2017,4,20,1069538.67
2017,4,21,441160.98
2017,4,24,1354858.66
2017,4,25,1208008.44
2017,4,26,1200504.37
2017,4,27,1339055.64
2017,4,28,524454.95
2017,5,1,1348782.05
2017,5,2,1145371.47
2017,5,3,1566529.27
2017,5,4,1316483.80
2017,5,5,591868.77
2017,5,8,1497964.98
2017,5,9,1095644.57
2017,5,10,1516163.41
2017,5,11,1698743.05
2017,5,12,561697.70
2017,5,15,1459005.76
2017,5,16,1318236.79
2017,5,17,1367987.63
2017,5,18,1476037.59
2017,5,19,571131.79
2017,5,22,1624574.74
2017,5,23,1209411.29
2017,5,24,1400036.58
2017,5,25,1298340.20
2017,5,26,1659765.17
2017,5,27,64.18
2017,5,29,66.00
2017,5,30,1068440.94
2017,5,31,1435138.14
2017,6,1,1490499.63
2017,6,2,572278.45
2017,6,5,1877907.59
2017,6,6,1306200.42
2017,6,7,1429141.18
2017,6,8,1594498.21
2017,6,9,598375.46
2017,6,12,1583337.91
2017,6,13,1262727.80
2017,6,14,1523205.54
2017,6,15,1599586.18
2017,6,16,642565.14
2017,6,19,1471611.68
2017,6,20,1100824.71
2017,6,21,1325184.79
2017,6,22,1154796.46
2017,6,23,731337.49
2017,6,26,1676086.25
2017,6,27,1388611.79
2017,6,28,2080814.27
2017,6,29,1449549.62
2017,6,30,766921.39
2017,7,3,1373777.85
2017,7,4,1159161.68
2017,7,5,1365813.55
2017,7,6,1246739.09
2017,7,7,560382.56
2017,7,10,1525189.09
2017,7,11,1176861.91
2017,7,12,1473683.63
2017,7,13,1366624.40
2017,7,14,646354.47
2017,7,17,1541714.91
2017,7,18,1200227.97
2017,7,19,1377501.95
2017,7,20,1241910.28
2017,7,21,610382.97
2017,7,24,1426256.46
2017,7,25,1122733.03
2017,7,26,1282027.66
2017,7,27,1529457.02
2017,7,28,545821.22
2017,7,31,1427993.01
2017,8,1,1058640.50
2017,8,2,1399092.84
2017,8,3,1306812.02
2017,8,4,512998.99
2017,8,7,1427367.53
2017,8,8,1108356.86
2017,8,9,1359373.70
2017,8,10,1300741.61
2017,8,11,547979.05
2017,8,14,1548327.96
2017,8,15,1257366.23
2017,8,16,1325230.51
2017,8,17,1284065.85
2017,8,18,547672.06
2017,8,21,1472021.15
2017,8,22,1044922.66
2017,8,23,1275485.10
2017,8,24,1160788.28
2017,8,25,531747.07
2017,8,28,1978054.46
2017,8,29,1262657.61
2017,8,30,1521218.15
2017,8,31,1416689.98
2017,9,1,681811.41
2017,9,4,217.08
2017,9,5,1357584.11
2017,9,6,1759241.63
2017,9,7,1467360.63
2017,9,8,531173.04
2017,9,11,1993363.84
2017,9,12,1591799.44
2017,9,13,1600705.19
2017,9,14,1673181.47
2017,9,15,641006.77
2017,9,18,1618853.86
2017,9,19,1139448.20
2017,9,20,1338100.33
2017,9,21,1237704.02
2017,9,22,484002.65
2017,9,25,1341340.38
2017,9,26,1090878.01
2017,9,27,1354682.93
2017,9,28,1009460.57
2017,9,29,551791.99
2017,10,2,1866128.76
2017,10,3,1777736.63
2017,10,4,1507969.01
2017,10,5,1945471.88
2017,10,6,715684.48
2017,10,9,1540163.48
2017,10,10,1625219.37
2017,10,11,1562832.16
2017,10,12,1811956.92
2017,10,13,653129.21
2017,10,16,1413511.08
2017,10,17,1609409.99
2017,10,18,1455163.25
2017,10,19,1546157.61
2017,10,20,670227.81
2017,10,23,1648962.09
2017,10,24,1682237.36
2017,10,25,1501059.07
2017,10,26,1278311.86
2017,10,27,648099.18
2017,10,30,1562490.87
2017,10,31,757500.03
2017,11,1,1448492.35
2017,11,2,1217195.72
2017,11,3,635858.27
2017,11,6,1415639.37
2017,11,7,1622805.35
2017,11,8,1650754.83
2017,11,9,1504943.31
2017,11,10,682315.79
2017,11,13,1359408.51
2017,11,14,1399044.07
2017,11,15,1591659.38
2017,11,16,1623331.75
2017,11,17,849303.83
2017,11,20,1636030.34
2017,11,21,1286063.37
2017,11,22,692590.23
2017,11,27,1496820.73
2017,11,28,1393871.26
2017,11,29,1435868.97
2017,11,30,1906930.59
2017,12,1,794585.00
2017,12,4,2084436.16
2017,12,5,2106850.97
2017,12,6,1648203.56
2017,12,7,2087567.13
2017,12,8,763897.84
2017,12,11,1582728.84
2017,12,12,1767911.35
2017,12,13,1621244.82
2017,12,14,1559749.32
2017,12,15,704160.46
2017,12,18,1772375.22
2017,12,19,1547137.30
2017,12,20,1694210.49
2017,12,21,1505483.10
2017,12,22,2181816.86
2017,12,26,1717879.90
2017,12,27,1750133.49
2017,12,28,1813163.32
2017,12,29,681895.66
2018,1,2,971601.54
2018,1,3,1203749.02
2018,1,4,1124619.32
2018,1,5,551381.03
2018,1,8,1621213.23
2018,1,9,1333084.43
2018,1,10,1093671.51
2018,1,11,1094103.85
2018,1,12,488188.65
2018,1,15,1255475.68
2018,1,16,962063.76
2018,1,17,1108307.88
2018,1,18,931254.54
2018,1,19,489593.56
2018,1,22,1128416.21
2018,1,23,1059378.69
2018,1,24,1222890.49
2018,1,25,1068072.92
2018,1,26,481613.07
2018,1,29,1186423.17
2018,1,30,1059366.10
2018,1,31,1172338.29
2018,2,1,1199258.29
2018,2,2,508669.09
2018,2,5,1489142.16
2018,2,6,1505878.05
2018,2,7,1425685.53
2018,2,8,1479742.78
2018,2,9,650903.52
2018,2,12,1208117.34
2018,2,13,1293192.75
2018,2,14,1221161.28
2018,2,15,1211741.52
2018,2,16,544348.11
2018,2,19,1166994.12
2018,2,20,1116847.45
2018,2,21,1232714.66
2018,2,22,1296765.19
2018,2,23,523261.74
2018,2,26,1367053.25
2018,2,27,1165148.71
2018,2,28,1254550.88
2018,3,1,1149359.27
2018,3,2,510326.60
2018,3,5,1508493.40
2018,3,6,1429466.66
2018,3,7,1368104.55
2018,3,8,1446451.88
2018,3,9,539238.55
2018,3,12,1399899.12
2018,3,13,1212829.52
2018,3,14,1250552.98
2018,3,15,1177262.00
2018,3,16,523151.74
2018,3,19,1406053.10
2018,3,20,1065699.49
2018,3,21,1221052.45
2018,3,22,1203879.26
2018,3,23,508026.46
2018,3,26,1365950.81
2018,3,27,1344555.48
2018,3,28,1327409.31
2018,3,29,1385435.87
2018,3,30,529842.73
2018,4,2,1397967.38
2018,4,3,1412825.20
2018,4,4,1427188.25
2018,4,5,1474484.39
2018,4,6,518402.29
2018,4,9,1529723.60
2018,4,10,1423188.98
2018,4,11,1535855.01
2018,4,12,1545697.05
2018,4,13,685004.74
2018,4,16,1310716.18
2018,4,17,1240952.95
2018,4,18,1279611.47
2018,4,19,1250152.10
2018,4,20,521829.36
2018,4,23,1384547.23
2018,4,24,1329900.17
2018,4,25,1353942.07
2018,4,26,1322105.56
2018,4,27,608228.84
2018,4,30,1662423.87
2018,5,1,1507722.09
2018,5,2,1757247.58
2018,5,3,1505977.32
2018,5,4,769033.52
2018,5,7,1544994.41
2018,5,8,1543162.81
2018,5,9,1487596.82
2018,5,10,1427826.64
2018,5,11,580643.21
2018,5,14,1530321.82
2018,5,15,845738.88
2018,5,16,1837000.91
2018,5,17,1362288.68
2018,5,18,608607.02
2018,5,21,1384592.28
2018,5,22,1444718.32
2018,5,23,1579715.30
2018,5,24,1282669.60
2018,5,25,1638788.91
2018,5,29,1461407.67
2018,5,30,1609385.39
2018,5,31,1471379.21
2018,6,1,685014.37
2018,6,4,1803100.40
2018,6,5,1510279.00
2018,6,6,1576409.84
2018,6,7,1468460.61
2018,6,8,565742.82
2018,6,11,1449431.02
2018,6,12,1490585.22
2018,6,13,1537180.54
2018,6,14,1603063.04
2018,6,15,730659.32
2018,6,18,1326791.66
2018,6,19,1249674.49
2018,6,20,1318506.53
2018,6,21,1298383.19
2018,6,22,492800.87
2018,6,25,1619742.74
2018,6,26,1555201.73
2018,6,27,1843207.30
2018,6,28,1628724.76
2018,6,29,1821067.81
2018,7,2,1053465.39
2018,7,3,1201095.59
2018,7,5,1340085.99
2018,7,6,568902.28
2018,7,9,1434594.73
2018,7,10,1569618.98
2018,7,11,1737629.91
2018,7,12,1287567.35
2018,7,13,606879.11
2018,7,16,1387700.82
2018,7,17,1298889.16
2018,7,18,1497182.68
2018,7,19,1322075.47
2018,7,20,608135.30
2018,7,23,1441445.58
2018,7,24,1253192.56
2018,7,25,1414828.67
2018,7,26,1572116.12
2018,7,27,611448.37
2018,7,30,1600256.17
2018,7,31,1387257.80
2018,8,1,1619468.04
2018,8,2,1761942.88
2018,8,3,658734.05
2018,8,6,1495037.01
2018,8,7,1508193.15
2018,8,8,1467433.76
2018,8,9,1459116.80
2018,8,10,718737.37
2018,8,13,1400380.59
2018,8,14,1448213.18
2018,8,15,1446767.36
2018,8,16,1365618.05
2018,8,17,594432.07
2018,8,20,1490381.02
2018,8,21,1298467.27
2018,8,22,1281963.02
2018,8,23,1184362.97
2018,8,24,570468.66
2018,8,27,1630125.84
2018,8,28,1557340.84
2018,8,29,1528983.16
2018,8,30,1336697.76
2018,8,31,1684775.66
2018,9,4,1531794.93
2018,9,5,1698232.92
2018,9,6,1659957.98
2018,9,7,648356.59
2018,9,10,1569211.51
2018,9,11,1489456.10
2018,9,12,1364462.41
2018,9,13,1363612.38
2018,9,14,580879.08
2018,9,17,1438187.63
2018,9,18,1237667.12
2018,9,19,1439456.95
2018,9,20,1271430.89
2018,9,21,583108.91
2018,9,24,1401481.73
2018,9,25,1377931.82
2018,9,26,1351330.07
2018,9,27,1296045.38
2018,9,28,501686.29
2018,10,1,1535782.80
2018,10,2,2071385.26
2018,10,3,1656522.14
2018,10,4,1877850.44
2018,10,5,640627.31
2018,10,8,1602818.57
2018,10,9,1717829.68
2018,10,10,1943492.24
2018,10,11,1570835.30
2018,10,12,740779.15
2018,10,15,1690335.68
2018,10,16,1343065.60
2018,10,17,1691624.43
2018,10,18,1735642.37
2018,10,19,872773.88
2018,10,22,1573536.68
2018,10,23,1772022.04
2018,10,24,1758281.56
2018,10,25,1457055.01
2018,10,26,665928.85
2018,10,29,1561287.41
2018,10,30,1686230.72
2018,10,31,1443546.29
2018,11,1,1207971.89
2018,11,2,576864.14
2018,11,5,1681689.06
2018,11,6,1711811.94
2018,11,7,1688815.48
2018,11,8,1530289.89
2018,11,9,731422.85
2018,11,12,1673089.43
2018,11,13,1491097.27
2018,11,14,1957428.40
2018,11,15,1856058.07
2018,11,16,722234.77
2018,11,19,1739728.10
2018,11,20,1512988.93
2018,11,21,748192.76
2018,11,26,1776225.87
2018,11,27,1652565.78
2018,11,28,1727914.88
2018,11,29,1915221.79
2018,11,30,862732.15
2018,12,3,1840597.04
2018,12,4,1758292.24
2018,12,5,1989571.42
2018,12,6,2136798.53
2018,12,7,880274.30
2018,12,10,1879452.42
2018,12,11,1769934.66
2018,12,12,1924267.11
2018,12,13,2168068.42
2018,12,14,809189.76
2018,12,17,2010884.30
2018,12,18,1813008.38
2018,12,19,1857185.64
2018,12,20,2006871.82
2018,12,21,2170423.26
2018,12,24,75539.12
2018,12,26,1844779.01
2018,12,27,1944745.44
2018,12,28,1914349.24
2018,12,29,583340.14
2018,12,31,1648757.80
2019,1,2,1071212.22
2019,1,3,1166456.49
2019,1,4,1379766.08
2019,1,7,1400248.11
2019,1,8,976662.47
2019,1,9,1067434.54
2019,1,10,1224052.39
2019,1,11,548847.84
2019,1,14,1120499.20
2019,1,15,1025281.31
2019,1,16,1135055.76
2019,1,17,1079346.58
2019,1,18,811826.03
2019,1,22,1245375.27
2019,1,23,938765.68
2019,1,24,1648702.28
2019,1,25,893914.10
2019,1,28,1563023.46
2019,1,29,1079128.02
2019,1,30,984318.78
2019,1,31,1106865.98
2019,2,1,619534.23
2019,2,4,1529016.60
2019,2,5,1354604.66
2019,2,6,1420364.51
2019,2,7,1634884.48
2019,2,8,620386.72
2019,2,11,1645820.61
2019,2,12,1282548.72
2019,2,13,1313136.42
2019,2,14,1254168.00
2019,2,15,569282.16
2019,2,18,1401746.42
2019,2,19,1205740.66
2019,2,20,1393122.38
2019,2,21,1391144.50
2019,2,22,625673.99
2019,2,25,1428635.99
2019,2,26,1382246.03
2019,2,27,1291684.07
2019,2,28,1278169.34
2019,3,1,633872.25
2019,3,4,1573461.95
2019,3,5,1542964.08
2019,3,6,1742535.32
2019,3,7,1738780.90
2019,3,8,700638.53
2019,3,11,1472221.28
2019,3,12,1572739.14
2019,3,13,1497215.70
2019,3,14,1410604.20
2019,3,15,513613.95
2019,3,18,1377502.28
2019,3,19,993209.35
2019,3,20,1208884.23
2019,3,21,1135707.41
2019,3,22,506453.20
2019,3,25,1253480.10
2019,3,26,1047203.28
2019,3,27,1163097.62
2019,3,28,1289889.59
2019,3,29,608654.00
2019,4,1,1380021.39
2019,4,2,1252650.58
2019,4,3,1391115.05
2019,4,4,1484711.47
2019,4,5,674455.74
2019,4,8,1409058.33
2019,4,9,1247923.55
2019,4,10,1442188.24
2019,4,11,1337015.83
2019,4,13,724460.18
2019,4,15,1060334.17
2019,4,16,1108078.84
2019,4,17,1402917.21
2019,4,18,1199187.80
2019,4,19,1162171.42
2019,4,22,1261051.49
2019,4,23,1252325.88
2019,4,24,1803342.27
2019,4,25,1281683.32
2019,4,26,1375247.50
2019,4,29,1333446.45
2019,4,30,1205221.14
2019,5,1,1162848.47
2019,5,2,1447287.62
2019,5,3,1276215.60
2019,5,6,1376169.48
2019,5,7,1765024.22
2019,5,8,1363439.73
2019,5,9,1166319.39
2019,5,10,1349743.92
2019,5,13,1326738.03
2019,5,14,1646857.15
2019,5,15,1792116.95
2019,5,16,1217491.85
2019,5,17,1605671.25
2019,5,19,1811.58
2019,5,20,1428853.71
2019,5,21,1457289.10
2019,5,22,1629082.33
2019,5,23,1381516.81
2019,5,24,1388537.22
2019,5,28,1758703.94
2019,5,29,1918359.22
2019,5,30,1446439.15
2019,5,31,1850256.55
2019,6,1,117028.68
2019,6,3,1568622.02
2019,6,4,1430653.13
2019,6,5,1400037.15
2019,6,6,1297885.07
2019,6,7,1226486.89
2019,6,10,1303244.46
2019,6,11,1442067.74
2019,6,12,1428110.66
2019,6,13,1379750.61
2019,6,14,1130259.70
2019,6,15,340341.34
2019,6,17,1230158.74
2019,6,18,1372991.84
2019,6,19,1440942.24
2019,6,20,1010739.63
2019,6,21,1303060.72
2019,6,24,1730151.78
2019,6,25,1696401.92
2019,6,26,2155770.04
2019,6,27,1456731.98
2019,6,28,1415594.62
2019,7,1,1613749.03
2019,7,2,1470034.96
2019,7,3,1268041.38
2019,7,4,106771.11
2019,7,5,2116536.46
2019,7,8,1337896.72
2019,7,9,1261205.91
2019,7,10,1440889.95
2019,7,11,1045653.59
2019,7,12,1398967.41
2019,7,15,1324777.53
2019,7,16,1273566.75
2019,7,17,1312199.13
2019,7,18,1000945.97
2019,7,19,1148558.82
2019,7,22,1217294.14
2019,7,23,1113499.96
2019,7,24,1261055.20
2019,7,25,1077390.74
2019,7,26,1630210.83
2019,7,29,1638225.86
2019,7,30,1551988.38
2019,7,31,2357939.86
2019,8,1,1388185.33
2019,8,2,1123314.22
2019,8,5,1342386.97
2019,8,6,1217410.09
2019,8,7,1363064.57
2019,8,8,1034532.51
2019,8,9,1130987.50
2019,8,12,1330962.63
2019,8,13,1336593.36
2019,8,14,1150509.79
2019,8,15,1006069.58
2019,8,16,1203917.21
2019,8,19,1255095.15
2019,8,20,1164320.66
2019,8,21,1305839.80
2019,8,22,1054882.04
2019,8,23,1350139.84
2019,8,26,1661985.83
2019,8,27,1625855.26
2019,8,28,1697515.08
2019,8,29,1417561.11
2019,8,30,1263134.76
2019,9,3,1500854.17
2019,9,4,1286434.79
2019,9,5,2290099.19
2019,9,6,1315314.51
2019,9,9,1331168.82
2019,9,10,1340731.78
2019,9,11,1353418.07
2019,9,12,1139811.30
2019,9,13,1243274.62
2019,9,16,1268702.69
2019,9,17,1467124.22
2019,9,18,1239377.86
2019,9,19,1044641.35
2019,9,20,1187432.00
2019,9,23,1170394.18
2019,9,24,2057963.10
2019,9,25,1525472.43
2019,9,26,1460946.66
2019,9,27,1327354.49
2019,9,29,117484.62
2019,9,30,1410110.38
2019,10,1,1432378.99
2019,10,2,1446972.94
2019,10,3,1389372.84
2019,10,4,1428449.81
2019,10,7,1620242.03
2019,10,8,1908237.29
2019,10,9,1618184.50
2019,10,10,1478782.62
2019,10,11,1491522.37
2019,10,14,1792058.45
2019,10,15,1734847.86
2019,10,16,1765637.50
2019,10,17,1456874.16
2019,10,18,1392890.79
2019,10,21,1350362.92
2019,10,22,1485350.91
2019,10,23,1290604.99
2019,10,24,1223696.56
2019,10,25,1326708.19
2019,10,28,1410593.02
2019,10,29,1520959.03
2019,10,30,1633080.66
2019,10,31,1250404.92
2019,11,1,1342668.44
2019,11,2,4110.53
2019,11,4,1454288.19
2019,11,5,1529735.10
2019,11,6,1605067.38
2019,11,7,1215743.00
2019,11,8,1457920.75
2019,11,11,1402218.67
2019,11,12,1330812.41
2019,11,13,1722283.79
2019,11,14,1329863.01
2019,11,15,397358.38
2019,11,16,1183888.28
2019,11,18,1333840.05
2019,11,19,1660632.94
2019,11,20,1774527.37
2019,11,21,1246644.15
2019,11,22,391370.26
2019,11,23,1240587.54
2019,11,25,1768812.04
2019,11,26,1671031.65
2019,11,27,1382960.35
2019,11,29,1346208.01
2019,11,30,477592.22
2019,12,2,1227092.23
2019,12,3,1687577.07
2019,12,4,1575625.04
2019,12,5,1432555.03
2019,12,6,1560474.12
2019,12,9,1581530.33
2019,12,10,1680746.95
2019,12,11,1622221.53
2019,12,12,1243708.82
2019,12,13,1514251.65
2019,12,16,1690129.71
2019,12,17,1824340.72
2019,12,18,1815677.17
2019,12,19,1461052.54
2019,12,20,1879842.37
2019,12,23,1379110.60
2019,12,24,1778074.93
2019,12,26,1944481.89
2019,12,27,1804352.98
2019,12,28,1060994.02
2019,12,30,1417335.02
2019,12,31,1337181.32
2020,1,2,1305943.79
2020,1,3,1653931.68
2020,1,6,1175793.87
2020,1,7,1327608.78
2020,1,8,1095765.68
2020,1,9,935518.10
2020,1,10,961669.74
2020,1,13,1118273.52
2020,1,14,895005.28
2020,1,15,1106664.04
2020,1,16,864650.33
2020,1,17,1037625.19
2020,1,20,1146334.23
2020,1,21,1127835.08
2020,1,22,1288121.24
2020,1,23,971001.35
2020,1,24,1183735.23
2020,1,27,1234496.78
2020,1,28,1156612.75
2020,1,29,1116708.44
2020,1,30,1024593.12
2020,1,31,1066610.04
2020,2,3,1454252.33
2020,2,4,1515287.93
2020,2,5,1301839.73
2020,2,6,1173560.30
2020,2,7,1269752.80
2020,2,10,1317896.30
2020,2,11,1250433.35
2020,2,12,1433110.79
2020,2,13,934857.83
2020,2,14,1070823.33
2020,2,17,1224805.93
2020,2,18,1269463.79
2020,2,19,1579435.15
2020,2,20,1149192.08
2020,2,21,1252518.64
2020,2,24,1387055.77
2020,2,25,1549784.99
2020,2,26,1297329.21
2020,2,27,1074805.63
2020,2,28,1214098.02
2020,3,2,1394930.88
2020,3,3,1391347.37
2020,3,4,1467577.96
2020,3,5,1142718.21
2020,3,6,1372356.45
2020,3,9,1598025.71
2020,3,10,1542714.42
2020,3,11,1523485.99
2020,3,12,1121808.74
2020,3,13,1348036.67
2020,3,16,1564558.42
2020,3,17,1446526.97
2020,3,18,1531957.95
2020,3,19,1080896.35
2020,3,20,1618001.40
2020,3,23,1434237.42
2020,3,24,1617452.17
2020,3,25,1743857.59
2020,3,26,1101499.24
2020,3,27,1472045.02
2020,3,30,1240433.39
2020,3,31,1456264.79
2020,4,1,1184839.26
2020,4,2,857284.36
2020,4,3,1593820.60
2020,4,6,1343044.91
2020,4,7,1811137.82
2020,4,8,1694392.81
2020,4,9,1114591.24
2020,4,10,1755150.46
2020,4,13,1552012.71
2020,4,14,1907642.88
2020,4,15,1211004.58
2020,4,16,965283.59
2020,4,17,1574875.87
2020,4,20,1430681.14
2020,4,21,1631991.32
2020,4,22,1366473.96
2020,4,23,996828.07
2020,4,24,1790312.87
2020,4,27,1585473.07
2020,4,28,1810496.42
2020,4,29,1620839.09
2020,4,30,1189087.65
2020,5,1,1513182.92
2020,5,4,1587566.01
2020,5,5,1886102.84
2020,5,6,1561483.73
2020,5,7,1216823.81
2020,5,8,1721847.75
2020,5,11,1513840.58
2020,5,12,1847759.36
2020,5,13,1457254.39
2020,5,14,1233586.84
2020,5,15,1751315.43
2020,5,18,1612066.43
2020,5,19,1773885.17
2020,5,20,1487270.92
2020,5,21,1024051.76
2020,5,22,1471736.31
2020,5,26,1534058.70
2020,5,27,1744353.12
2020,5,28,1951266.55
2020,5,29,2191661.56
2020,6,1,1619375.11
2020,6,2,1910009.13
2020,6,3,1448962.37
2020,6,4,1306878.25
2020,6,5,1577025.68
2020,6,8,1642696.73
2020,6,9,1780252.04
2020,6,10,1529775.10
2020,6,11,1114649.90
2020,6,12,1513553.43
2020,6,15,1616600.84
2020,6,16,1816525.32
2020,6,17,1662425.54
2020,6,18,1159780.43
2020,6,19,1663312.23
2020,6,22,1839941.27
2020,6,23,1851872.03
2020,6,24,1878268.25
2020,6,25,1496440.84
2020,6,26,1777985.80
2020,6,29,1785281.87
2020,6,30,2016230.84
2020,7,1,1885060.95
2020,7,2,1431363.66
2020,7,3,1550056.05
2020,7,6,1527764.26
2020,7,7,1603740.80
2020,7,8,1619661.54
2020,7,9,1142648.71
2020,7,10,1356719.23
2020,7,13,1508467.68
2020,7,14,1622430.21
2020,7,15,1609386.81
2020,7,16,1154050.44
2020,7,17,1374357.89
2020,7,20,1483260.43
2020,7,21,1622764.56
2020,7,22,1457937.45
2020,7,23,1062723.19
2020,7,24,1431470.88
2020,7,26,911.89
2020,7,27,1485498.93
2020,7,28,1812172.15
2020,7,29,1714588.10
2020,7,30,1380218.76
2020,7,31,1435399.63
2020,8,3,1461700.20
2020,8,4,1768273.02
2020,8,5,1648839.56
2020,8,6,1247801.33
2020,8,7,1562026.22
2020,8,10,1620525.55
2020,8,11,1412567.18
2020,8,12,1787703.58
2020,8,13,1287087.93
2020,8,14,1446816.70
2020,8,17,1487533.13
2020,8,18,1883998.47
2020,8,19,1582608.24
2020,8,20,1381324.25
2020,8,21,1582555.38
2020,8,24,1635031.64
2020,8,25,2122566.70
2020,8,26,2030295.21
2020,8,27,1363352.38
2020,8,28,1826074.94
2020,8,30,3836.16
2020,8,31,1579890.35
2020,9,1,1799102.53
2020,9,2,1733603.47
2020,9,3,1338507.14
2020,9,4,1624408.01
2020,9,8,1743385.19
2020,9,9,2192185.82
2020,9,10,1757186.25
2020,9,11,1934144.82
2020,9,14,1637194.52
2020,9,15,1706477.67
2020,9,16,1517931.13
2020,9,17,1221666.37
2020,9,18,1855716.13
2020,9,21,1626383.91
2020,9,22,2105469.82
2020,9,23,2241022.99
2020,9,24,1522643.40
2020,9,25,1609092.23
2020,9,28,1703077.60
2020,9,29,2420417.11
2020,9,30,1491223.24
2020,10,1,2045678.17
2020,10,2,1574583.93
2020,10,5,1692643.84
2020,10,6,2089406.76
2020,10,7,1903808.55
2020,10,8,1617824.11
2020,10,9,1580789.20
2020,10,11,9059.18
2020,10,12,1606889.30
2020,10,13,1815448.88
2020,10,14,1793756.42
2020,10,15,1518955.98
2020,10,16,1766558.50
2020,10,19,1739164.14
2020,10,20,1752283.30
2020,10,21,1519835.71
2020,10,22,1199709.28
2020,10,23,1590232.88
2020,10,25,166.50
2020,10,26,1934021.97
2020,10,27,1882992.51
2020,10,28,1796528.84
2020,10,29,1414487.91
2020,10,30,1620373.24
2020,11,1,7974.75
2020,11,2,1599344.01
2020,11,3,1991607.22
2020,11,4,1682570.54
2020,11,5,1300697.46
2020,11,6,1667008.40
2020,11,9,1490374.94
2020,11,10,1580256.83
2020,11,11,1477172.42
2020,11,12,1219153.09
2020,11,13,1573218.02
2020,11,16,1632265.51
2020,11,17,2031270.30
2020,11,18,1611309.15
2020,11,19,1293913.50
2020,11,20,1682352.38
2020,11,23,1547948.47
2020,11,24,1797585.91
2020,11,25,1315773.43
2020,11,27,1854636.17
2020,11,28,38422.15
